"Unfortunately %1 is no longer available.","Tyvärr är %1 inte längre tillgängligt."
"%1 of %2 is not available. The maximum quantity of %3 has instead been applied.","%1 av %2 är inte tillgängligt. Den maximala kvantiteten %3 har i stället tillämpats."
"Only %1 of %2 cannot be ordered. The minimum quantity of %3 has instead been applied.","Endast %1 av %2 kan inte beställas. Minimikvantiteten %3 har i stället tillämpats."
