"Unfortunately %1 is no longer available.","Désolé, %1 n’est plus disponible."
"%1 of %2 is not available. The maximum quantity of %3 has instead been applied.","%1 sur %2 n’est pas disponible. La quantité maximale de %3 a été appliquée à la place."
"Only %1 of %2 cannot be ordered. The minimum quantity of %3 has instead been applied.","Que %1 sur %2 ne peuvent pas être commandés. La quantité minimale de %3 a été appliquée à la place."
