"Unfortunately %1 is no longer available.","Desværre er %1 ikke længere tilgængelig."
"%1 of %2 is not available. The maximum quantity of %3 has instead been applied.","%1 af %2 er ikke tilgængelig. Den maksimale mængde på %3 er i stedet blevet anvendt."
"Only %1 of %2 cannot be ordered. The minimum quantity of %3 has instead been applied.","Kun %1 af %2 kan ikke bestilles. Minimumsmængden på %3 er i stedet blevet anvendt."
