"Unfortunately %1 is no longer available.","Leider ist %1 nicht mehr verfügbar."
"%1 of %2 is not available. The maximum quantity of %3 has instead been applied.","%1 von %2 ist nicht verfügbar. Stattdessen wurde die maximale Menge von %3 angewendet."
"Only %1 of %2 cannot be ordered. The minimum quantity of %3 has instead been applied.","Nur %1 von %2 kann nicht bestellt werden. Stattdessen wurde die Mindestmenge %3 angewendet."
